"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Jarrett Mustain","ALL","2","Sr","Randolph-Macon","ODAC","INF","15","4","21","26","6","5","2","0","0","3","7","5","5","0","0","0","0","2","0",".238",".385",".333",".718",".095",".313",".333",".192",".192",".000","3.52"
"Jarrod Marifiote","ALL","20","Fr","Anna Maria","Great Northeast","OF","22","9","37","43","4","6","3","0","0","4","9","14","5","0","0","1","0","1","0",".162",".262",".243",".505",".081",".261",".231",".326",".116",".000","2.41"
"Jarrod Smith","ALL","23","Jr","Franklin","HCAC","OF","28","28","97","126","19","28","4","1","1","22","37","6","15","7","4","3","1","2","3",".289",".407",".381",".788",".093",".287",".347",".048",".119",".008","17.73"
"Jarryd Samsing","ALL","12","So","Whittier","SCIAC","OF","38","34","120","138","21","34","12","0","0","9","46","17","8","6","0","4","1","2","4",".283",".358",".383",".741",".100",".330",".324",".123",".058",".000","16.01"
"Jason Bean","ALL","8","So","Springfield","NEWMAC","3B","28","24","93","111","11","22","4","1","1","10","31","26","12","4","0","2","0","2","1",".237",".349",".333",".682",".097",".318",".308",".234",".108",".009","12.49"
"Jason Bobiak","ALL","45","Fr","Rowan","NJAC","OF","18","4","26","30","3","5","1","0","0","6","6","7","2","1","0","1","0","1","0",".192",".276",".231",".507",".038",".263",".231",".233",".067",".000","1.97"
"Jason Boc","ALL","11","So","Wesley","Atlantic East","INF","31","31","116","131","22","37","6","0","1","23","46","9","11","4","0","0","0","0","5",".319",".397",".397",".794",".078",".340",".358",".069",".084",".008","18.39"
"Jason Conti","ALL","6","Sr","Farmingdale St.","Skyline","INF","38","30","104","124","12","28","8","1","0","17","38","8","7","2","0","11","4","10","1",".269",".327",".365",".692",".096",".292",".282",".065",".056",".000","13.19"
"Jason Croci","ALL","32","Sr","Adrian","Michigan Intercol. Ath. Assn.","OF","33","20","79","93","19","26","4","4","1","24","41","13","4","7","2","1","1","5","1",".329",".402",".519",".921",".190",".373",".393",".140",".043",".011","17.27"
"Jason Doris","ALL","17","Sr","NVU-Lyndon","North Atlantic","C","43","42","131","167","23","34","10","0","0","32","44","26","13","17","6","0","0","1","1",".260",".383",".336",".719",".076",".306",".331",".156",".078",".000","21.27"
"Jason Garcia","ALL","9","Jr","George Fox","NWC","OF","40","39","144","153","31","51","8","2","4","26","75","31","3","2","0","4","2","9","2",".354",".376",".521",".897",".167",".431",".381",".203",".020",".026","27.21"
"Jason Jucker","ALL","2","Fr","Brevard","USA South","INF","32","31","115","128","17","31","7","0","0","14","38","17","7","0","1","5","0","4","4",".270",".309",".330",".639",".061",".313",".274",".133",".055",".000","11.89"
"Jason Komulainen","ALL","9","So","Southern Me.","Little East","C","33","24","77","86","11","20","3","1","0","8","25","18","6","2","0","1","0","1","1",".260",".329",".325",".654",".065",".339",".294",".209",".070",".000","9.05"
"Jason Leonard","ALL","34","Fr","Curry","CCC","INF","35","34","122","143","19","34","11","0","5","25","60","24","13","3","3","2","0","1","3",".279",".355",".492",".847",".213",".302",".361",".168",".091",".035","20.81"
"Jason Lucarelli","ALL","29","Jr","Pitt.-Bradford","AMCC","OF","28","28","87","105","15","24","2","0","0","9","26","21","12","2","1","3","1","8","0",".276",".373",".299",".672",".023",".358",".303",".200",".114",".000","13.23"
"Jason Maggs","ALL","42","Fr","Averett","USA South","OF","22","13","56","60","6","14","4","0","0","4","18","7","1","1","1","1","0","4","0",".250",".271",".321",".592",".071",".280",".257",".117",".017",".000","5.63"
"Jason Marcello","ALL","5","So","Southern Vt.","NECC","C","27","23","76","87","16","17","8","0","1","9","28","25","11","0","0","0","0","1","2",".224",".322",".368",".690",".145",".320",".310",".287",".126",".011","8.64"
"Jason Moore","ALL","3","Fr","Montclair St.","NJAC","3B","20","9","45","57","6","9","0","1","0","4","11","18","12","0","0","0","0","0","0",".200",".368",".244",".612",".044",".333",".299",".316",".211",".000","5.85"
"Jason Mulvey","ALL","16","Sr","Gwynedd Mercy","Atlantic East","OF","35","35","133","162","40","50","13","2","2","21","73","28","23","1","1","4","2","6","0",".376",".468",".549","1.017",".173",".462",".432",".173",".142",".012","34.30"
"Jason Mundell","ALL","3","Fr","DePauw","NCAC","OF","16","7","25","33","9","5","1","0","0","4","6","8","7","0","0","1","1","5","0",".200",".375",".240",".615",".040",".294",".293",".242",".212",".000","3.66"
"Jason Ochoa","ALL","20","Sr","Spalding","SLIAC","INF","17","11","42","47","3","7","0","0","0","4","7","5","5","0","0","0","0","3","1",".167",".255",".167",".422",".000",".189",".206",".106",".106",".000","2.07"
"Jason Paredes","ALL","5","Sr","Frostburg St.","CAC","C","34","33","119","142","30","40","8","4","9","25","83","37","16","7","0","0","2","3","1",".336",".444",".697","1.141",".361",".425",".483",".261",".113",".063","33.15"
"Jason Pastoor","ALL","18","Sr","Transylvania","HCAC","INF","20","7","37","45","2","7","2","0","0","3","9","12","7","0","1","0","1","4","0",".189",".311",".243",".554",".054",".269",".263",".267",".156",".000","3.72"
"Jason Salerno","ALL","17","So","Vassar","Liberty League","OF","29","20","82","94","11","21","4","0","1","13","28","21","9","0","1","2","3","1","0",".256",".326",".341",".667",".085",".328",".294",".223",".096",".011","9.22"
"Jason Samuel","ALL","18","Fr","Mary Hardin-Baylor","ASC","INF","21","8","33","43","4","9","3","0","0","4","12","15","6","2","1","1","0","1","0",".273",".405",".364",".769",".091",".474",".343",".349",".140",".000","6.03"
"Jason Schulz","ALL","8","Sr","RIT","Liberty League","INF","21","16","55","66","7","19","3","1","0","13","24","16","5","5","0","1","0","0","0",".345",".446",".436",".882",".091",".487",".391",".242",".076",".000","11.81"
"Jason Shell","ALL","10","So","Anna Maria","Great Northeast","OF","39","39","115","138","17","33","8","1","2","20","49","22","17","2","1","3","1","6","0",".287",".385",".426",".811",".139",".337",".353",".159",".123",".014","21.14"
"Jason Sweredoski","ALL","8","So","Cobleskill St.","NEAC","LF","18","10","32","36","1","4","0","0","0","4","4","7","3","1","0","0","0","0","0",".125",".222",".125",".347",".000",".160",".176",".194",".083",".000","0.63"
"Jason Volpicelli","ALL","7","So","Wash. & Lee","ODAC","DH","31","30","132","143","25","45","7","0","2","27","58","9","7","2","2","0","1","0","2",".341",".378",".439",".817",".098",".350",".359",".063",".049",".014","22.00"
"Jason Xiong","ALL","27","Fr","Catholic","Landmark","dh","14","3","23","26","3","5","0","0","0","4","5","3","3","0","0","0","0","0","0",".217",".308",".217",".525",".000",".250",".251",".115",".115",".000","1.99"
"Javi Martinez","ALL","10","N/A","Lesley","NECC","2b","36","36","125","140","18","41","10","3","3","23","66","12","12","2","1","0","0","2","4",".328",".393",".528",".921",".200",".342",".399",".086",".086",".021","24.60"
"Javier Rosa","ALL","1","So","McMurry","ASC","2B","13","9","29","33","7","5","0","0","0","2","5","5","1","3","0","0","0","3","2",".172",".273",".172",".445",".000",".208",".221",".152",".030",".000","1.37"
"Jaxon Rogan","ALL","6","So","Bluffton","HCAC","INF","36","35","116","140","25","37","12","0","0","14","49","21","19","0","2","3","2","10","1",".319",".409",".422",".831",".103",".381",".361",".150",".136",".000","22.33"
"Jaxsen Sweum","ALL","14","Fr","Whitworth","NWC","OF","41","41","177","194","29","46","12","0","3","27","67","25","9","5","3","0","1","3","3",".260",".309",".379",".688",".119",".283",".304",".129",".046",".015","20.88"
"Jay Hammett","ALL","24","Jr","St. Mary's (MD)","CAC","INF","35","35","146","161","25","44","11","0","5","23","70","21","11","2","2","0","0","1","8",".301",".354",".479",".833",".178",".320",".363",".130",".068",".031","22.21"
"Jay Novak","ALL","11","So","La Roche","AMCC","OF","45","45","155","198","38","47","8","2","2","38","65","22","40","1","2","0","4","9","3",".303",".444",".419",".863",".116",".338",".389",".111",".202",".010","33.05"
"Jay Perry","ALL","23","Sr","Salisbury","CAC","INF","40","34","120","148","20","35","6","0","3","24","50","19","14","9","2","3","0","0","8",".292",".400",".417",".817",".125",".320",".359",".128",".095",".020","19.80"
"Jaylon Lee","ALL","24","So","East. Mennonite","ODAC","OF","40","40","150","181","37","48","10","4","10","42","96","30","19","10","2","0","3","9","1",".320",".425",".640","1.065",".320",".339",".452",".166",".105",".055","39.22"
"Jayson Maxwell","ALL","28","Jr","Cobleskill St.","NEAC","UT","31","31","107","123","24","30","10","0","2","18","46","23","11","4","1","0","0","0","4",".280",".366",".430",".796",".150",".337",".353",".187",".089",".016","16.11"
"Jayson Mitch","ALL","9","Sr","Drew","Landmark","OF","25","22","80","97","14","21","3","1","2","16","32","22","10","1","2","4","1","3","1",".263",".344",".400",".744",".138",".328",".315",".227",".103",".021","12.09"
"Jayson Walczak-Zelem","ALL","16","So","Wis. Lutheran","NACC","INF","22","19","66","85","8","14","4","0","0","7","18","10","14","4","1","0","0","2","1",".212",".376",".273",".649",".061",".246",".312",".118",".165",".000","9.30"
"JD Barrett","ALL","20","So","Cabrini","Atlantic East","INF","31","28","94","126","26","23","11","0","1","28","37","21","27","2","2","1","1","2","1",".245",".416",".394",".810",".149",".297",".365",".167",".214",".008","17.96"
"Jeam Castillo","ALL","44","Sr","New England Col.","NECC","P","34","31","97","124","22","34","6","0","2","19","46","21","21","5","1","0","0","2","4",".351",".484",".474",".958",".124",".427",".428",".169",".169",".016","23.70"
"Jean Pimentel","ALL","16","Jr","Finlandia","WIAC","INF","20","16","49","54","8","8","3","1","1","7","16","20","4","0","1","0","0","2","2",".163",".222",".327",".549",".163",".241",".240",".370",".074",".019","2.83"
"Jeff Arnett","ALL","23","Sr","Bluffton","HCAC","OF","19","7","25","29","1","1","0","0","0","0","1","17","4","0","0","0","0","1","0",".040",".172",".040",".212",".000",".125",".126",".586",".138",".000","-0.63"
"Jeff Bink","ALL","8","Sr","MCLA","MASCAC","SS","38","38","132","148","12","23","2","1","0","10","27","20","10","1","0","5","1","8","3",".174",".238",".205",".443",".030",".205",".200",".135",".068",".000","6.10"
"Jeff Butler","ALL","1","Sr","Randolph-Macon","ODAC","2B","36","35","136","169","36","55","7","0","2","25","68","4","14","11","2","6","1","12","3",".404",".491",".500",".991",".096",".402",".424",".024",".083",".012","36.29"
"Jeff Erickson","ALL","30","Fr","Calvin","Michigan Intercol. Ath. Assn.","OF","14","5","26","27","2","4","1","0","0","1","5","8","1","0","0","0","0","4","0",".154",".185",".192",".377",".038",".222",".171",".296",".037",".000","0.98"
"Jeff Guile","ALL","42","Jr","Catholic","Landmark","C","26","15","53","64","6","16","3","0","0","8","19","7","7","1","2","1","0","2","1",".302",".381",".358",".739",".057",".333",".327",".109",".109",".000","8.69"
"Jeff Mayes","ALL","5","Sr","Aurora","NACC","INF","45","45","189","208","40","75","13","1","0","30","90","16","13","4","1","1","2","10","9",".397",".444",".476",".920",".079",".431",".405",".077",".063",".000","38.37"
"Jeff Nouvertne","ALL","2","Jr","Staten Island","CUNYAC","INF","38","38","135","148","30","51","2","7","2","23","73","10","8","2","2","1","4","9","2",".378",".415",".541",".956",".163",".392",".410",".068",".054",".014","29.83"
"Jeff Schick","ALL","15","Jr","Stockton","NJAC","OF","17","7","37","40","5","10","0","0","0","5","10","9","2","0","0","1","0","3","0",".270",".308",".270",".578",".000",".357",".257",".225",".050",".000","4.03"
"Jeff Sharnick","ALL","8","Fr","Dean","NECC","C","35","30","110","125","15","41","4","0","0","30","45","20","10","3","1","1","1","5","6",".373",".435",".409",".844",".036",".451",".377",".160",".080",".000","20.07"
"Jeff Strayer","ALL","10","Fr","Bluffton","HCAC","INF","29","24","90","107","19","23","5","0","0","7","28","16","10","5","0","2","1","5","0",".256",".362",".311",".673",".056",".311",".307",".150",".093",".000","12.57"
"Jeff Yordy","ALL","21","Sr","Albright","MAC Commonwealth","OF","32","32","109","121","15","31","7","1","5","21","55","23","5","4","0","3","3","3","0",".284",".339",".505",".844",".220",".321",".358",".190",".041",".041","17.79"
"Jeffery Espinal","ALL","22","Jr","Valley Forge","CSAC","INF","30","29","98","104","12","32","12","0","0","16","44","19","4","2","0","0","0","0","1",".327",".365",".449",".814",".122",".405",".358",".183",".038",".000","15.33"
"Jeffrey Williams","ALL","15","So","Schreiner","SCAC","1B","37","36","124","135","14","29","4","1","0","12","35","30","8","2","0","1","1","2","2",".234",".291",".282",".573",".048",".309",".259",".222",".059",".000","10.34"
"Jemal Betances","ALL","12","Fr","Purchase","Skyline","c","24","15","45","50","8","12","4","0","1","9","19","4","5","0","0","0","1","2","2",".267",".340",".422",".762",".156",".275",".337",".080",".100",".020","5.81"
"Jensen Hinton","ALL","22","Sr","Wis.-Oshkosh","WIAC","C","39","39","139","161","19","35","3","1","2","24","46","21","17","2","3","0","0","7","3",".252",".335",".331",".666",".079",".277",".302",".130",".106",".012","18.34"
"Jeran Simpson","ALL","23","Jr","Ill. Wesleyan","CCIW","INF","30","21","90","101","12","24","1","0","2","7","31","20","9","1","0","1","0","2","0",".267",".340",".344",".684",".078",".324",".308",".198",".089",".020","12.29"
"Jeremiah Quezada","ALL","40","Jr","Pomona-Pitzer","SCIAC","1B","36","34","140","154","19","30","8","0","0","22","38","22","11","1","1","1","0","0","5",".214",".275",".271",".546",".057",".252",".247",".143",".071",".000","9.21"
"Jeremmy Santos","ALL","34","Fr","Lehman","CUNYAC","C","30","29","103","120","31","37","3","0","5","29","55","21","11","4","1","1","3","10","1",".359",".437",".534",".971",".175",".410",".422",".175",".092",".042","24.46"
"Jeremy Brubaker","ALL","23","Fr","Albright","MAC Commonwealth","INF","23","16","47","50","7","15","4","0","2","8","25","8","1","2","0","0","1","5","0",".319",".360",".532",".892",".213",".351",".388",".160",".020",".040","8.99"
"Jeremy Clark","ALL","21","Jr","Calvin","Michigan Intercol. Ath. Assn.","INF","28","26","88","102","9","25","5","0","0","10","30","6","7","5","1","1","1","0","2",".284",".366",".341",".707",".057",".301",".319",".059",".069",".000","11.82"
"Jeremy Gerringer","ALL","2","Sr","St. Lawrence","Liberty League","INF","18","17","52","61","6","8","0","0","0","3","8","18","6","1","1","1","0","1","1",".154",".250",".154",".404",".000",".229",".196",".295",".098",".000","2.01"
"Jeremy Iellimo","ALL","22","So","Mount Aloysius","AMCC","INF","43","43","167","195","44","54","9","2","0","27","67","16","18","6","1","3","2","8","4",".323",".406",".401",".807",".078",".355",".357",".082",".092",".000","29.68"
"Jeremy Irzyk","ALL","26","So","Williams","NESCAC","INF","12","5","22","26","2","7","0","0","0","2","7","1","3","0","0","1","0","1","1",".318",".400",".318",".718",".000",".333",".319",".038",".115",".000","3.36"
"Jeremy Jess","ALL","17","Jr","Pomona-Pitzer","SCIAC","INF","37","37","152","170","35","58","20","0","11","45","111","22","13","2","3","0","0","0","3",".382",".429",".730","1.159",".349",".385",".488",".129",".076",".065","40.75"
"Jeremy Lhotka","ALL","6","Sr","Coast Guard","NEWMAC","C","34","34","118","155","25","49","13","0","5","36","77","21","26","6","5","0","0","0","0",".415",".523",".653","1.176",".237",".454",".496",".135",".168",".032","39.55"
"Jeremy Newswanger","ALL","11","Jr","Houghton","Empire 8","INF","33","33","111","133","17","27","5","0","0","16","32","16","17","0","1","4","3","3","3",".243",".341",".288",".629",".045",".281",".283",".120",".128",".000","11.73"
"Jeremy Quade","ALL","8","Sr","North Central (IL)","CCIW","OF","47","47","183","235","53","67","13","1","1","38","85","22","41","8","2","1","3","25","3",".366",".496",".464",".960",".098",".407",".428",".094",".174",".004","49.60"
"Jeremy Santos","ALL","5","Jr","Mitchell","NECC","OF","21","7","19","34","6","4","0","0","0","4","4","4","12","3","0","0","0","1","0",".211",".559",".211",".770",".000",".267",".412",".118",".353",".000","5.95"
"Jeremy Sinople","ALL","8","Sr","Eureka","SLIAC","OF","28","19","64","66","7","10","2","1","0","4","14","17","2","0","0","0","0","0","5",".156",".182",".219",".401",".063",".213",".178",".258",".030",".000","-0.32"
"Jeremy Soulintho","ALL","24","Fr","Pine Manor","DIII Independent","INF","21","9","44","51","2","8","0","0","0","2","8","14","7","0","0","0","0","0","0",".182",".294",".182",".476",".000",".267",".234",".275",".137",".000","3.03"
"Jericho Hilling","ALL","13","Sr","Geneva","PAC","1B","29","26","82","94","8","17","0","0","2","10","23","17","11","1","0","0","1","1","4",".207",".309",".280",".589",".073",".238",".275",".181",".117",".021","6.75"
"Jerick Nomura","ALL","8","So","Whitman","NWC","OF","37","32","118","150","26","28","5","1","0","17","35","23","22","7","0","3","2","5","4",".237",".388",".297",".685",".059",".295",".318",".153",".147",".000","16.51"
"Jeromy Schultz","ALL","35","So","MSOE","NACC","2B","17","6","23","28","8","6","0","1","0","0","8","8","5","0","0","0","0","1","0",".261",".393",".348",".741",".087",".400",".340",".286",".179",".000","4.05"
"Jerred Seamons","ALL","44","Sr","George Fox","NWC","UT","40","39","154","177","29","40","9","1","4","33","63","33","12","7","4","0","1","4","2",".260",".333",".409",".742",".149",".298",".327",".186",".068",".023","22.25"
"Jerry Hobbs","ALL","2","Jr","Marywood","Atlantic East","P","15","10","36","41","6","6","2","0","0","2","8","9","5","0","0","0","0","0","1",".167",".268",".222",".490",".056",".222",".233",".220",".122",".000","1.87"
"Jerry Scavone","ALL","19","So","Ursinus","Centennial","INF","35","35","132","165","32","41","7","3","0","27","54","20","20","5","2","6","1","4","4",".311",".415",".409",".824",".098",".360",".356",".121",".121",".000","24.80"
"Jesse Clary","ALL","1","So","Grove City","PAC","INF","37","33","132","152","19","39","4","0","0","21","43","16","15","2","2","1","1","2","3",".295",".371",".326",".697",".030",".331",".316",".105",".099",".000","18.25"
"Jesse Fikslin","ALL","20","Sr","Albright","MAC Commonwealth","OF","20","9","31","34","4","5","0","0","0","1","5","5","1","0","1","1","0","3","1",".161",".182",".161",".343",".000",".185",".151",".147",".029",".000","0.58"
"Jesse Galanti","ALL","11","So","Colby-Sawyer","Great Northeast","C","14","8","28","32","2","6","3","0","0","1","9","9","3","1","0","0","0","1","3",".214",".312",".321",".633",".107",".316",".290",".281",".094",".000","1.97"
"Jesse Hodge","ALL","21","Jr","Frostburg St.","CAC","INF","14","14","46","61","20","15","5","0","1","12","23","15","11","2","0","2","0","6","0",".326",".475",".500",".975",".174",".467",".418",".246",".180",".016","12.58"
"Jesse Iacovetta","ALL","4","Jr","SUNY Canton","Empire 8","CF","30","29","97","114","14","26","3","0","0","12","29","15","12","2","2","1","3","9","6",".268",".354",".299",".653",".031",".310",".298",".132",".105",".000","10.90"
"Jesse Kraft","ALL","2","Sr","New Jersey City","NJAC","OF","37","36","139","162","21","37","11","2","1","18","55","32","17","1","5","0","1","10","4",".266",".340",".396",".736",".129",".324",".322",".198",".105",".006","20.20"
"Jesse Levy-Rubinett","ALL","12","Jr","Wesleyan (CT)","NESCAC","INF","19","9","37","44","3","7","2","0","0","3","9","11","5","0","1","1","1","1","1",".189",".279",".243",".522",".054",".259",".237",".250",".114",".000","2.29"
"Jesse Mulham","ALL","28","Sr","Vassar","Liberty League","P","23","13","48","61","18","11","4","0","0","6","15","13","8","3","2","0","0","4","2",".229",".361",".312",".673",".083",".297",".311",".213",".131",".000","6.71"
"Jesse Nakashian","ALL","25","Sr","St. Joseph's (L.I.)","Skyline","INF","36","34","116","142","25","43","8","1","1","25","56","16","16","6","3","1","1","11","4",".371",".461",".483",".944",".112",".412",".413",".113",".113",".007","27.91"
"Jesse Reinebold","ALL","4","Sr","Merchant Marine","Skyline","INF","39","39","155","179","22","59","9","2","0","32","72","18","19","1","3","1","3","10","5",".381",".444",".465",".909",".084",".421",".398",".101",".106",".000","32.87"
"Jesse Welch","ALL","2","So","Wheaton (IL)","CCIW","INF","34","29","114","129","13","36","4","0","0","13","40","13","9","3","1","2","2","8","2",".316",".378",".351",".729",".035",".353",".325",".101",".070",".000","17.34"
"Jessup Scott","ALL","7","Sr","Dallas","SCAC","C","37","37","123","147","19","38","7","1","2","27","53","14","18","3","3","0","2","2","0",".309",".401",".431",".832",".122",".327",".369",".095",".122",".014","23.44"
"Jesus Garcia","ALL","21","Fr","SUNY Canton","Empire 8","PH/2B","22","17","47","59","8","6","2","0","0","2","8","24","11","1","0","0","0","2","1",".128",".305",".170",".475",".043",".261",".244",".407",".186",".000","3.17"
"Jett Hartley","ALL","16","So","Sul Ross St.","ASC","C","24","24","76","87","13","21","4","0","0","15","25","24","5","4","1","1","1","0","2",".276",".349",".329",".678",".053",".396",".305",".276",".057",".000","8.89"
"Jett Wetekind","ALL","7","Jr","Aurora","NACC","C","44","43","170","201","36","55","8","0","2","22","69","23","23","5","3","0","2","3","3",".324",".413",".406",".819",".082",".358",".368",".114",".114",".010","31.23"
"Jhonathan Oliveria","ALL","11","Sr","Curry","CCC","OF","14","7","35","38","5","5","1","0","0","0","6","5","2","0","0","1","1","1","0",".143",".189",".171",".360",".029",".167",".163",".132",".053",".000","0.35"
"Jim Mundo","ALL","2","Fr","Carthage","CCIW","2B","15","3","23","27","3","6","1","0","0","3","7","6","3","1","0","0","0","0","0",".261",".370",".304",".674",".043",".353",".315",".222",".111",".000","3.17"
"Jimmie Gentry","ALL","2","Jr","Albright","MAC Commonwealth","INF","35","35","124","136","22","34","8","0","1","9","45","18","10","1","0","1","2","2","1",".274",".333",".363",".696",".089",".314",".310",".132",".074",".007","15.24"
"Jimmy Adkins","ALL","1","So","Salisbury","CAC","INF","40","38","108","141","28","37","8","3","1","37","54","17","18","3","6","6","1","12","1",".343",".430",".500",".930",".157",".375",".383",".121",".128",".007","26.84"
"Jimmy Beaky","ALL","24","Fr","DeSales","MAC Freedom","OF","17","2","20","26","3","3","0","0","0","0","3","9","6","0","0","0","0","0","0",".150",".346",".150",".496",".000",".273",".262",".346",".231",".000","1.85"
"Jimmy Clark","ALL","15","Fr","Kenyon","NCAC","RF","20","7","38","41","5","11","6","0","1","10","20","10","2","0","0","1","0","0","0",".289",".325",".526",".851",".237",".370",".358",".244",".049",".024","5.98"
"Jimmy Fondren","ALL","10","Jr","Millsaps","SAA","INF","42","41","152","169","22","40","11","0","3","26","60","39","10","5","2","0","0","7","2",".263",".325",".395",".720",".132",".330",".319",".231",".059",".018","20.74"
"Jimmy Griffin","ALL","17","So","Lasell","Great Northeast","OF","18","5","26","31","6","5","1","1","0","4","8","5","3","2","0","0","1","1","0",".192",".323",".308",".631",".115",".238",".293",".161",".097",".000","2.84"
"Jimmy Jankowski","ALL","6","Jr","Rensselaer","Liberty League","INF","19","5","28","39","4","7","1","0","0","2","8","7","6","4","0","1","0","0","0",".250",".447",".286",".733",".036",".333",".349",".179",".154",".000","5.41"
"Jimmy Johnstone","ALL","41","Jr","Millsaps","SAA","OF","41","41","168","181","28","51","6","0","0","16","57","10","6","3","0","4","2","5","1",".304",".339",".339",".678",".036",".323",".298",".055",".033",".000","21.23"
"Jimmy Kustra","ALL","28","Sr","Messiah","MAC Commonwealth","SS","24","16","50","56","13","15","2","2","0","11","21","9","6","0","0","0","1","5","0",".300",".375",".420",".795",".120",".366",".352",".161",".107",".000","8.92"
"Jimmy Mattera","ALL","8","Jr","Farmingdale St.","Skyline","OF","34","16","54","67","17","19","1","2","0","7","24","9","5","3","2","3","3","3","0",".352",".422",".444",".866",".093",".404",".364",".134",".075",".000","10.99"
"Jimmy McLaughlin","ALL","34","Jr","Benedictine (IL)","NACC","OF","32","24","100","116","19","31","7","3","2","31","50","22","13","0","2","1","1","2","2",".310",".383",".500",".883",".190",".372",".378",".190",".112",".017","18.92"
"Jimmy Monoghan","ALL","10","Jr","Salisbury","CAC","INF","38","35","144","171","25","53","14","0","3","47","76","23","19","4","3","1","0","4","3",".368",".447",".528",".975",".160",".413",".422",".135",".111",".018","33.94"
"Jimmy Wiegers","ALL","21","So","York (PA)","CAC","OF","41","40","160","181","45","52","14","1","3","35","77","25","19","2","0","0","2","12","1",".325",".403",".481",".884",".156",".371",".390",".138",".105",".017","32.21"
"Jimmy Zimolka","ALL","21","Jr","Plymouth St.","Little East","OF","36","36","149","172","38","43","8","0","4","31","63","16","20","0","2","1","3","33","0",".289",".368",".423",".791",".134",".298",".349",".093",".116",".023","29.12"
"JJ Swentkowski","ALL","21","Sr","Stockton","NJAC","INF","32","29","105","131","21","33","5","2","0","19","42","18","14","7","1","4","1","8","3",".314",".425",".400",".825",".086",".375",".362",".137",".107",".000","20.72"
"JJ Valencia","ALL","3","Jr","Dubuque","American Rivers","OF","40","40","131","162","28","34","8","1","0","20","44","30","20","5","0","6","3","12","3",".260",".378",".336",".714",".076",".337",".317",".185",".123",".000","19.52"
"JJ Wilkes","ALL","23","So","Brevard","USA South","1B","36","34","125","139","15","36","7","0","1","24","46","15","8","5","1","0","1","4","4",".288",".353",".368",".721",".080",".318",".324",".108",".058",".007","16.67"
"Joaquin Murrieta","ALL","11","Jr","Kenyon","NCAC","C","25","22","70","82","5","20","1","0","0","8","21","22","8","0","0","4","0","1","0",".286",".359",".300",".659",".014",".417",".289",".268",".098",".000","9.35"
"Joe Ambrosino","ALL","5","Sr","Framingham St.","MASCAC","INF","41","41","152","178","25","47","12","1","4","34","73","31","21","3","2","0","0","9","4",".309",".399",".480",".879",".171",".361",".385",".174",".118",".022","30.17"
"Joe Assenza","ALL","2","Sr","Nichols","CCC","OF","40","40","162","187","38","54","9","2","4","21","79","18","20","2","3","0","6","13","3",".333",".406",".488",".894",".154",".350",".390",".096",".107",".021","32.31"
"Joe Aurrite","ALL","1","Jr","Cabrini","Atlantic East","SS","42","42","132","167","32","38","11","1","4","33","63","26","11","12","4","8","2","2","2",".288",".384",".477",".861",".189",".321",".358",".156",".066",".024","24.78"
"Joe Bauer","ALL","27","Fr","Saint Mary's (MN)","MIAC","PH/2B","18","5","21","25","3","2","0","0","0","1","2","3","2","1","1","0","0","2","4",".095",".200",".095",".295",".000",".105",".155",".120",".080",".000","-0.95"
"Joe Brisson","ALL","23","So","Cazenovia","NEAC","0","24","14","53","61","4","11","1","0","0","3","12","12","6","0","0","2","0","0","0",".208",".288",".226",".514",".019",".268",".235",".197",".098",".000","4.09"
"Joe Caporale","ALL","4","Jr","Capital","OAC","INF","34","33","131","154","21","38","8","1","0","18","48","13","15","5","2","1","2","2","5",".290",".379",".366",".745",".076",".317",".335",".084",".097",".000","18.87"
"Joe Cassella","ALL","33","Sr","Western New Eng.","CCC","OF","32","32","120","145","28","41","8","0","0","25","49","14","16","7","0","2","1","8","3",".342",".448",".408",".856",".067",".387",".384",".097",".110",".000","24.78"
"Joe Charpentier","ALL","6","Jr","John Carroll","OAC","C","35","33","126","149","24","41","11","0","0","27","52","18","10","10","1","2","0","3","4",".325",".415",".413",".828",".087",".376",".368",".121",".067",".000","22.77"
"Joe Colucci","ALL","32","Fr","Emerson","NEWMAC","INF","20","20","59","69","8","14","2","1","0","3","18","19","8","2","0","0","0","4","1",".237",".348",".305",".653",".068",".350",".303",".275",".116",".000","7.72"
"Joe Cuccio","ALL","34","Jr","Emerson","NEWMAC","INF","13","12","36","47","4","10","3","0","1","3","16","8","6","5","0","0","0","3","1",".278",".447",".444",".891",".167",".333",".404",".170",".128",".021","8.21"
"Joe DeGuardia","ALL","26","Sr","St. Lawrence","Liberty League","PH","34","34","112","129","14","35","5","0","0","26","40","14","6","7","4","0","0","1","2",".312",".372",".357",".729",".045",".343",".327",".109",".047",".000","17.09"
"Joe Desilvio","ALL","2","Jr","John Jay","CUNYAC","INF","34","29","78","99","13","13","2","1","0","3","17","21","13","1","1","6","0","2","1",".167",".290",".218",".508",".051",".224",".230",".212",".131",".000","6.25"
"Joe Egan","ALL","6","Fr","Loras","American Rivers","RF","33","33","106","125","22","25","6","3","0","10","37","23","7","4","3","5","2","2","0",".236",".300",".349",".649",".113",".291",".275",".184",".056",".000","12.01"
