"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Cameron Miller","ALL","17","So","Muhlenberg","Centennial","1B","30","29","98","121","24","26","3","3","1","11","38","17","17","2","0","4","3","3","4",".265",".385",".388",".773",".122",".313",".338",".140",".140",".008","14.89"
"Cameron Paton","ALL","28","Sr","Lewis & Clark","NWC","OF","25","14","53","71","9","8","2","0","0","4","10","31","11","4","0","3","1","6","0",".151",".338",".189",".527",".038",".364",".258",".437",".155",".000","5.55"
"Cameron Peters","ALL","24","Jr","Greensboro","USA South","1B","26","19","71","87","9","19","3","0","0","12","22","17","10","3","2","1","0","0","1",".268",".372",".310",".682",".042",".339",".312",".195",".115",".000","10.10"
"Cameron Plank","ALL","7","So","Becker","NECC","C","9","9","30","33","5","6","2","1","0","5","10","5","3","0","0","0","0","1","1",".200",".273",".333",".606",".133",".240",".270",".152",".091",".000","2.58"
"Cameron Rape","ALL","17","Sr","Concordia (TX)","ASC","OF","30","23","77","85","7","15","0","0","0","5","15","13","2","2","1","3","2","5","3",".195",".232",".195",".427",".000",".231",".190",".153",".024",".000","2.42"
"Cameron Rivera","ALL","13","Fr","Valley Forge","CSAC","OF","13","10","34","37","4","6","0","0","0","9","6","9","3","0","0","0","1","0","0",".176",".243",".176",".419",".000",".240",".200",".243",".081",".000","1.08"
"Cameron Skudin","ALL","5","So","Vassar","Liberty League","UT","11","6","26","33","5","8","1","0","0","4","9","5","4","1","1","1","1","3","0",".308",".406",".346",".752",".038",".364",".333",".152",".121",".000","4.78"
"Cameron Stanley","ALL","34","Sr","Bridgewater (VA)","ODAC","C","37","31","122","144","27","41","8","0","3","29","58","18","13","7","2","0","1","1","4",".336",".424",".475",".899",".139",".369",".397",".125",".090",".021","24.41"
"Cameron Upton","ALL","7","Sr","Gallaudet","NEAC","UT","39","39","141","165","33","62","8","2","1","24","77","16","17","5","2","0","3","17","1",".440",".509",".546","1.055",".106",".484",".462",".097",".103",".006","40.86"
"Cameron Wilson","ALL","10","Jr","Texas Lutheran","SCAC","C","26","19","61","81","14","13","2","1","1","11","20","12","15","3","1","1","0","0","4",".213",".388",".328",".716",".115",".245",".331",".148",".185",".012","8.79"
"Cameron Wissel","ALL","36","So","Earlham","HCAC","C","31","27","88","109","8","20","3","0","0","11","23","20","15","5","0","1","0","5","2",".227",".370",".261",".631",".034",".294",".302",".183",".138",".000","11.58"
"Camilo Burgos-Bye","ALL","13","Jr","SUNY New Paltz","SUNYAC","C","9","7","21","28","2","5","0","0","1","3","8","6","4","2","0","1","1","1","0",".238",".407",".381",".788",".143",".286",".352",".214",".143",".036","3.82"
"Campbell Quirk","ALL","19","Jr","Monmouth (IL)","MWC","P","16","12","39","45","4","10","1","0","0","5","11","15","5","1","0","0","0","1","1",".256",".356",".282",".638",".026",".417",".299",".333",".111",".000","4.58"
"Camron Stafford","ALL","12","Fr","Dominican (IL)","NACC","C","22","16","57","69","11","15","2","0","0","5","17","6","7","4","0","1","0","2","1",".263",".382",".298",".680",".035",".294",".316",".087",".101",".000","8.32"
"Canon Anderson","ALL","44","So","Southern Va.","CAC","CF/LF","33","32","124","145","32","45","13","6","4","31","82","38","8","11","2","0","0","2","0",".363",".441",".661","1.102",".298",".488",".467",".262",".055",".028","33.90"
"Canton Terry","ALL","34","So","Wabash","NCAC","C","36","29","88","117","18","28","7","1","1","19","40","19","21","5","3","0","0","1","0",".318",".462",".455",".917",".136",".380",".407",".162",".179",".009","21.79"
"Canyon McWilliams","ALL","5","Jr","Ohio Wesleyan","NCAC","INF","38","38","158","179","41","62","16","0","5","38","93","15","13","3","4","1","1","13","4",".392",".438",".589","1.027",".196",".401",".438",".084",".073",".028","39.10"
"Carl Francalangia","ALL","6","Jr","Macalester","MIAC","INF","29","26","80","95","16","26","4","0","0","9","30","14","9","3","0","3","3","3","2",".325",".413",".375",".788",".050",".394",".348",".147",".095",".000","12.91"
"Carlos Leon","ALL","9","Sr","Stevens","Empire 8","INF","31","31","92","113","13","20","0","0","2","15","26","32","12","4","1","4","1","8","4",".217",".330",".283",".613",".065",".305",".278",".283",".106",".018","10.17"
"Carlos Perez","ALL","2","Jr","Wm. Paterson","NJAC","3B","36","35","108","139","24","35","13","0","3","20","57","29","24","5","1","1","0","1","0",".324",".464",".528",".992",".204",".416",".431",".209",".173",".022","27.54"
"Carlton Lindow","ALL","11","So","Northwestern-St. Paul","UMAC","C","41","41","150","170","19","49","5","0","3","34","63","12","12","7","1","0","0","1","1",".327",".400",".420",".820",".093",".338",".367",".071",".071",".018","27.62"
"Carmine Palummo","ALL","9","Jr","Moravian","Landmark","OF","42","40","147","176","25","44","7","2","0","18","55","19","16","1","4","8","3","9","0",".299",".363",".374",".737",".075",".333",".313",".108",".091",".000","23.49"
"Carrson Atkins","ALL","12","Fr","Lynchburg","ODAC","OF","38","37","134","155","18","33","7","3","0","17","46","50","17","3","0","1","4","15","2",".246",".344",".343",".687",".097",".393",".310",".323",".110",".000","17.72"
"Carson Bridges","ALL","26","So","Claremont-M-S","SCIAC","C","32","30","96","116","17","24","3","0","1","12","30","29","11","6","3","0","3","8","2",".250",".353",".312",".665",".063",".333",".307",".250",".095",".009","12.59"
"Carson Cox","ALL","9","Sr","Concordia (TX)","ASC","INF","49","49","187","219","46","63","8","4","2","34","85","15","24","4","2","2","1","12","3",".337",".419",".455",".874",".118",".355",".383",".068",".110",".009","39.29"
"Carson Ferry","ALL","12","Sr","Northland","UMAC","P","25","18","40","47","9","8","1","1","1","5","14","19","5","1","0","1","0","4","0",".200",".304",".350",".654",".150",".350",".290",".404",".106",".021","5.21"
"Carson Gampell","ALL","4","Jr","Grinnell","MWC","1B","11","5","22","25","4","6","2","0","2","6","14","3","2","1","0","0","0","0","0",".273",".360",".636",".996",".364",".235",".425",".120",".080",".080","4.74"
"Carson Weekley","ALL","7","Fr","Chicago","MWC","INF","34","32","110","134","29","39","8","2","3","24","60","14","19","3","0","2","1","1","1",".355",".462",".545","1.007",".191",".387",".434",".104",".142",".022","27.50"
"Carson Weis","ALL","45","So","Wm. Paterson","NJAC","1B","39","37","158","176","29","50","4","2","1","26","61","19","5","5","3","5","2","1","5",".316",".351",".386",".737",".070",".348",".317",".108",".028",".006","21.52"
"Carson Wood","ALL","23","Fr","Denison","NCAC","OF","23","5","31","37","6","7","0","0","2","10","13","8","4","1","1","0","0","0","0",".226",".324",".419",".743",".194",".227",".328",".216",".108",".054","4.75"
"Carson Youngquist","ALL","10","Jr","Wis.-La Crosse","WIAC","UT","38","37","130","153","23","50","11","0","5","33","76","23","10","12","1","0","1","2","1",".385",".471",".585","1.056",".200",".437",".459",".150",".065",".033","34.20"
"Carter Clemensen","ALL","1","So","Gust. Adolphus","MIAC","INF","37","35","121","146","25","34","8","0","0","15","42","17","11","5","4","5","1","2","2",".281",".355",".347",".702",".066",".315",".305",".116",".075",".000","16.84"
"Carter Franklin","ALL","2","Jr","Ohio Wesleyan","NCAC","INF","18","6","32","38","5","6","0","0","0","0","6","13","5","0","0","1","0","1","0",".188",".297",".188",".485",".000",".316",".231",".342",".132",".000","2.46"
"Carter Gronnerud","ALL","14","Fr","NYU","UAA","OF","8","6","21","27","2","5","2","0","0","2","7","6","4","2","0","0","0","0","0",".238",".407",".333",".740",".095",".333",".349",".222",".148",".000","3.54"
"Carter Huffman","ALL","41","Fr","Sewanee","SAA","INF","34","33","120","131","17","33","10","0","1","22","46","18","9","0","0","2","1","3","2",".275",".326",".383",".709",".108",".317",".310",".137",".069",".008","14.81"
"Carter Johnson","ALL","14","Fr","Hamline","MIAC","DH","17","10","42","48","3","7","1","0","0","3","8","12","5","0","0","1","0","0","2",".167",".255",".190",".445",".024",".233",".210",".250",".104",".000","1.40"
"Carter Sanderson","ALL","28","Jr","Alma","Michigan Intercol. Ath. Assn.","INF","41","39","135","157","23","37","2","0","1","15","42","16","16","3","1","2","1","9","4",".274",".361",".311",".672",".037",".303",".306",".102",".102",".006","18.30"
"Carter Usowski","ALL","13","Sr","Ursinus","Centennial","INF","36","34","121","158","31","31","10","0","0","14","41","29","22","7","5","3","0","5","0",".256",".387",".339",".726",".083",".320",".327",".184",".139",".000","20.93"
"Carter Uzzell","ALL","20","So","Waynesburg","PAC","OF","21","4","21","27","4","6","1","0","0","5","7","7","3","2","0","1","0","1","2",".286",".423",".333",".756",".048",".429",".342",".259",".111",".000","3.18"
"Casen Novak","ALL","4","Jr","Concordia (TX)","ASC","SS","50","50","202","238","52","68","4","2","0","25","76","21","21","11","2","2","4","14","4",".337",".424",".376",".800",".040",".372",".361",".088",".088",".000","37.78"
"Casey Baker","ALL","22","So","Marymount (VA)","Atlantic East","INF","35","32","109","128","15","33","4","0","0","14","37","21","13","1","2","3","3","5","3",".303",".376",".339",".715",".037",".367",".317",".164",".102",".000","15.23"
"Casey Boudreau","ALL","6","Jr","Westfield St.","MASCAC","INF","35","31","119","143","26","41","7","1","0","21","50","12","10","11","1","2","1","5","1",".345",".440",".420",".860",".076",".380",".383",".084",".070",".000","24.97"
"Casey Brown","ALL","14","Sr","Centenary (NJ)","CSAC","INF","25","22","43","52","6","11","2","0","1","10","16","5","4","4","0","1","0","1","1",".256",".373",".372",".745",".116",".270",".335",".096",".077",".019","6.66"
"Casey Combs","ALL","15","Sr","East Tex. Baptist","ASC","C","44","44","163","193","46","68","10","1","13","48","119","28","19","6","4","1","1","19","2",".417",".484",".730","1.214",".313",".437",".509",".145",".098",".067","53.97"
"Casey Gruarin","ALL","14","Jr","Oswego St.","SUNYAC","OF","35","27","96","116","19","25","1","2","0","17","30","14","10","1","5","4","0","10","1",".260",".321",".312",".633",".052",".287",".273",".121",".086",".000","13.41"
"Casey Isa","ALL","22","Sr","Whitworth","NWC","INF","39","34","123","145","25","39","7","1","0","22","48","18","10","6","2","4","1","6","4",".317",".390",".390",".780",".073",".364",".340",".124",".069",".000","20.33"
"Casey McConihe","ALL","31","Jr","CWRU","UAA","UT","37","28","99","113","10","30","4","0","1","15","37","5","7","3","4","0","0","4","5",".303",".354",".374",".728",".071",".299",".322",".044",".062",".009","13.99"
"Casey Santos-Ocampo","ALL","4","Sr","Tufts","NESCAC","INF","42","42","159","198","50","49","13","1","7","38","85","23","23","11","4","1","0","10","2",".308",".421",".535",".956",".226",".316",".412",".116",".116",".035","38.08"
"Casey Whitaker","ALL","7","Sr","Berry","SAA","OF","42","42","156","190","38","54","7","5","2","33","77","19","22","8","4","0","3","7","2",".346",".442",".494",".936",".147",".374",".409",".100",".116",".011","36.35"
"Casey Willis","ALL","10","Sr","Edgewood","NACC","OF","31","28","91","106","14","21","2","0","0","6","23","25","9","1","1","4","1","2","2",".231",".304",".253",".557",".022",".313",".249",".236",".085",".000","7.64"
"Casey Winters","ALL","19","So","Penn St. Harrisburg","CAC","OF","46","45","160","201","34","45","10","1","3","33","66","21","24","8","8","1","1","2","1",".281",".385",".412",".797",".131",".292",".351",".104",".119",".015","29.50"
"Catcher Cumming","ALL","21","Jr","Penn St.-Altoona","AMCC","1B","41","41","139","172","35","44","10","2","6","40","76","35","22","5","5","1","1","7","2",".317",".415",".547",".962",".230",".369",".410",".203",".128",".035","32.61"
"Cedrick Kornegay","ALL","12","Sr","N.C. Wesleyan","USA South","INF","40","40","156","189","38","58","11","4","3","37","86","33","15","5","5","8","6","6","6",".372",".431",".551",".982",".179",".440",".404",".175",".079",".016","33.86"
"Cedrick Pena","ALL","35","Fr","Pine Manor","DIII Independent","P","21","17","65","76","11","16","4","0","1","13","23","11","10","0","1","0","1","3","3",".246",".342",".354",".696",".108",".278",".314",".145",".132",".013","7.89"
"Chad Curtis","ALL","24","Sr","Texas Lutheran","SCAC","1B","29","27","97","116","17","25","3","2","1","18","35","20","16","1","0","2","1","2","3",".258",".368",".361",".729",".103",".316",".326",".172",".138",".009","13.89"
"Chad Herrera","ALL","20","Fr","Crown (MN)","UMAC","OF","29","23","95","101","15","32","4","0","0","17","36","2","4","0","1","1","0","3","1",".337",".360",".379",".739",".042",".340",".324",".020",".040",".000","14.32"
"Chad Koehler","ALL","23","Jr","Grinnell","MWC","C","13","10","33","33","0","5","0","0","0","2","5","6","0","0","0","0","0","1","1",".152",".152",".152",".304",".000",".185",".135",".182",".000",".000","-0.32"
"Chad Paddock","ALL","23","Sr","Adrian","Michigan Intercol. Ath. Assn.","1B","17","12","48","54","7","13","4","0","0","4","17","8","5","1","0","0","0","0","2",".271",".352",".354",".706",".083",".325",".320",".148",".093",".000","5.79"
"Chad Shade","ALL","11","Jr","Springfield","NEWMAC","OF","7","6","22","27","3","3","1","0","0","4","4","2","2","2","1","0","1","4","1",".136",".259",".182",".441",".045",".143",".217",".074",".074",".000","1.11"
"Chad Tucker","ALL","22","Jr","Elmhurst","CCIW","INF","36","33","116","134","19","28","9","0","3","19","46","35","12","1","4","1","1","2","3",".241",".308",".397",".705",".155",".305",".306",".261",".090",".022","13.86"
"Chad Wakavayashi","ALL","22","So","Northwestern-St. Paul","UMAC","P","32","23","69","76","14","21","4","1","1","8","30","5","5","0","2","0","1","2","2",".304",".342",".435",".777",".130",".308",".337",".066",".066",".013","10.16"
"Chadwick Feeley","ALL","8","Sr","Wash. & Lee","ODAC","2B","33","33","148","165","34","47","15","0","3","21","71","15","13","2","2","0","2","7","0",".318",".376",".480",".856",".162",".333",".373",".091",".079",".018","27.25"
"Chalrie Danaher","ALL","30","So","Colby-Sawyer","Great Northeast","1B","35","35","111","125","9","32","10","0","0","16","42","7","11","1","0","2","0","0","1",".288",".358",".378",".736",".090",".308",".325",".056",".088",".000","15.81"
"Chance Bryant","ALL","29","So","Greensboro","USA South","C","26","23","91","114","21","31","5","1","1","27","41","9","18","4","0","1","0","1","0",".341",".469",".451",".920",".110",".370",".410",".079",".158",".009","21.93"
"Chance Goins","ALL","11","Fr","Schreiner","SCAC","P","37","32","115","134","12","32","2","1","1","15","39","23","11","1","3","4","0","0","3",".278",".338",".339",".677",".061",".330",".295",".172",".082",".007","14.59"
"Chandler Beard","ALL","32","So","Valley Forge","CSAC","C","20","17","43","55","7","7","2","0","0","8","9","15","11","1","0","0","0","2","2",".163",".345",".209",".554",".047",".250",".278",".273",".200",".000","4.04"
"Chandler Dippman","ALL","29","Sr","Wooster","NCAC","UT","44","44","127","152","25","35","9","0","6","21","62","19","20","2","1","2","0","1","1",".276",".380",".488",".868",".213",".282",".375",".125",".132",".039","24.29"
"Chandler Kezele","ALL","36","Jr","Emory & Henry","ODAC","P","18","11","51","52","4","19","5","0","0","8","24","11","0","0","1","0","0","0","2",".373",".365",".471",".836",".098",".463",".362",".212",".000",".000","7.82"
"Chandler Schaefbauer","ALL","4","Jr","St. Thomas (MN)","MIAC","2B","28","26","89","106","18","20","6","1","0","13","28","24","10","4","0","3","0","8","1",".225",".330",".315",".645",".090",".308",".289",".226",".094",".000","11.34"
"Charles Giacometti Jr.","ALL","8","So","Wilkes","MAC Freedom","INF","29","27","85","107","11","23","2","1","0","7","27","21","15","4","1","2","2","2","3",".271",".400",".318",".718",".047",".354",".329",".196",".140",".000","12.63"
"Charles Levitt","ALL","3","Sr","Swarthmore","Centennial","OF","39","39","159","195","54","68","15","5","5","37","108","25","22","13","1","0","2","27","0",".428",".528",".679","1.207",".252",".485",".515",".128",".113",".026","56.45"
"Charles McAllister","ALL","11","Sr","Utica","Empire 8","C","28","27","75","98","10","16","3","0","0","4","19","20","14","5","1","3","1","0","0",".213",".368",".253",".621",".040",".286",".292",".204",".143",".000","9.58"
"Charles Rainone","ALL","26","Fr","St. Joseph's (L.I.)","Skyline","1b","20","11","37","50","6","11","1","1","0","4","14","10","8","4","1","0","0","0","1",".297",".460",".378",".838",".081",".393",".386",".200",".160",".000","8.14"
"Charlie Allbritton","ALL","1","Sr","Centenary (LA)","SCAC","OF","31","15","51","62","10","12","4","1","0","7","18","11","6","2","1","2","1","2","1",".235",".333",".353",".686",".118",".293",".299",".177",".097",".000","6.38"
"Charlie Amarante","ALL","9","Fr","Rhode Island Col.","Little East","1B","33","23","81","112","17","20","2","0","0","15","22","18","22","3","3","3","4","8","1",".247",".413",".272",".685",".025",".303",".321",".161",".196",".000","13.48"
"Charlie Barebo","ALL","27","Sr","DeSales","MAC Freedom","OF","40","40","161","175","34","57","19","2","3","36","89","21","7","4","3","0","6","10","5",".354",".389",".553",".942",".199",".386",".404",".120",".040",".017","30.34"
"Charlie Burton","ALL","20","Fr","Hanover","HCAC","C","29","27","97","111","12","15","2","0","0","9","17","20","3","6","1","4","1","6","3",".155",".224",".175",".399",".021",".192",".185",".180",".027",".000","2.80"
"Charlie Gibbons","ALL","46","Fr","Knox","MWC","1B","20","10","35","40","4","8","1","0","0","2","9","10","4","1","0","0","0","0","1",".229",".325",".257",".582",".029",".320",".275",".250",".100",".000","3.19"
"Charlie Huegi","ALL","29","Sr","UMass Boston","Little East","C","51","51","164","202","34","47","15","0","0","27","62","25","22","4","3","9","4","9","2",".287",".378",".378",".756",".091",".331",".325",".124",".109",".000","25.88"
"Charlie Patrick","ALL","18","So","DePauw","NCAC","OF","37","37","139","178","34","44","10","2","8","37","82","46","22","14","2","1","2","9","1",".317",".452",".590","1.042",".273",".414",".446",".258",".124",".045","37.54"
"Charlie Rodriguez","ALL","9","So","Concordia Wisconsin","NACC","OF","35","34","108","122","9","26","4","2","0","13","34","14","7","2","3","2","1","2","6",".241",".292",".315",".607",".074",".268",".265",".115",".057",".000","9.05"
"Charlie Serino","ALL","4","Sr","Brockport","SUNYAC","INF","27","23","72","87","13","16","4","0","0","4","20","17","6","4","1","4","0","11","1",".222",".313",".278",".591",".056",".286",".262",".195",".069",".000","8.70"
"Charlie Szykowny","ALL","9","Fr","Wis.-Stout","WIAC","INF","16","12","45","49","14","15","1","0","0","10","16","6","3","0","1","0","0","2","1",".333",".367",".356",".723",".022",".375",".322",".122",".061",".000","6.73"
"Charlie Verrone","ALL","20","Jr","La Verne","SCIAC","0","13","6","28","34","9","9","1","0","1","5","13","6","6","0","0","0","0","0","0",".321",".441",".464",".905",".143",".381",".404",".176",".176",".029","6.27"
"Chase Anderson","ALL","31","So","Pacific (OR)","NWC","INF","42","42","145","201","38","33","4","3","1","16","46","41","46","4","1","5","6","19","4",".228",".423",".317",".740",".090",".308",".343",".204",".229",".005","26.59"
"Chase Clouser","ALL","25","Jr","Penn St.-Altoona","AMCC","OF","39","38","133","159","34","42","7","1","6","39","69","22","22","3","0","1","4","10","2",".316",".424",".519",".943",".203",".343",".411",".138",".138",".038","29.34"
"Chase Collins","ALL","6","So","Otterbein","OAC","OF","20","13","45","51","6","11","2","0","0","6","13","11","2","2","1","1","1","0","0",".244",".300",".289",".589",".044",".314",".262",".216",".039",".000","4.09"
"Chase Coselman","ALL","14","So","Kalamazoo","Michigan Intercol. Ath. Assn.","3B","37","37","127","147","32","46","11","2","2","24","67","6","18","1","1","0","0","9","8",".362",".442",".528",".970",".165",".367",".423",".041",".122",".014","28.20"
"Chase Counts","ALL","1","Jr","Hampden-Sydney","ODAC","2B","38","38","158","177","43","58","8","2","7","29","91","19","10","1","3","5","3","2","4",".367",".401",".576",".977",".209",".378",".408",".107",".056",".040","33.26"
"Chase Drill","ALL","11","Jr","North Central (MN)","UMAC","C","25","25","84","97","16","21","2","1","0","4","25","12","10","1","1","1","1","1","3",".250",".333",".298",".631",".048",".288",".287",".124",".103",".000","8.85"
"Chase Edwards","ALL","30","Jr","Ozarks (AR)","ASC","1B","39","39","144","164","21","55","8","0","9","42","90","14","17","2","1","0","0","0","6",".382",".451",".625","1.076",".243",".377",".464",".085",".104",".055","36.06"
"Chase Fetzer","ALL","15","So","George Fox","NWC","1B","33","29","94","107","20","28","11","0","3","17","48","26","12","1","0","0","0","2","0",".298",".383",".511",".894",".213",".385",".390",".243",".112",".028","18.20"
"Chase Grasso","ALL","3","Fr","Lakeland","NACC","C","26","25","77","84","4","16","1","0","0","5","17","13","2","0","1","4","0","0","2",".208",".225",".221",".446",".013",".246",".190",".155",".024",".000","3.00"
"Chase Hall","ALL","6","Jr","Trine","Michigan Intercol. Ath. Assn.","INF","38","38","117","138","12","33","5","1","1","12","43","22","14","1","0","6","2","1","5",".282",".364",".368",".732",".085",".340",".316",".159",".101",".007","15.26"
"Chase Henley","ALL","25","Sr","Amherst","NESCAC","1B","31","31","122","135","12","36","9","2","4","31","61","16","7","2","3","1","0","0","2",".295",".336",".500",".836",".205",".305",".356",".119",".052",".030","20.08"
"Chase Koffel","ALL","4","Sr","Centenary (NJ)","CSAC","INF","36","36","113","138","26","28","7","1","1","20","40","13","10","11","2","2","0","4","4",".248",".360",".354",".714",".106",".267",".321",".094",".072",".007","16.18"
"Chase Malloy","ALL","11","Jr","Me.-Farmington","North Atlantic","INF","35","35","118","144","31","40","5","4","0","18","53","13","16","8","2","0","5","20","1",".339",".444",".449",".893",".110",".374",".397",".090",".111",".000","27.56"
"Chase McKinney","ALL","16","Jr","Averett","USA South","C","35","34","123","147","14","33","6","1","2","18","47","8","20","0","2","2","2","5","3",".268",".366",".382",".748",".114",".270",".331",".054",".136",".014","18.73"
"Chase Patterson","ALL","22","Fr","Benedictine (IL)","NACC","SS","32","30","100","113","18","27","6","0","0","16","33","22","5","3","2","3","5","2","2",".270",".318",".330",".648",".060",".338",".282",".195",".044",".000","9.40"
"Chase Pratt","ALL","34","Jr","Wesleyan (CT)","NESCAC","C","27","23","83","98","16","21","4","5","2","14","41","17","9","4","0","2","0","2","2",".253",".354",".494",".848",".241",".297",".361",".173",".092",".020","14.69"
"Chase Rogers","ALL","12","Sr","Moravian","Landmark","OF","26","19","58","67","10","16","2","1","1","5","23","17","7","1","1","0","0","0","1",".276",".358",".397",".755",".121",".366",".336",".254",".104",".015","8.82"
"Chase Sizemore","ALL","23","Sr","Hanover","HCAC","INF","31","31","117","141","15","26","4","0","4","23","42","26","17","3","3","1","1","3","4",".222",".329",".359",".688",".137",".244",".308",".184",".121",".028","14.56"
"Chase Smith","ALL","27","So","Penn St. Harrisburg","CAC","OF","49","49","194","245","61","60","12","1","9","38","101","34","23","21","2","5","6","13","2",".309",".433",".521",".954",".211",".333",".410",".139",".094",".037","44.99"
"Chase Thies","ALL","40","Fr","Knox","MWC","C","17","10","34","36","1","8","3","0","0","8","11","12","2","0","0","0","0","0","0",".235",".278",".324",".602",".088",".364",".268",".333",".056",".000","2.94"
"Chase Thinger","ALL","3","Fr","Southwestern (TX)","SCAC","INF","43","43","147","178","27","37","4","1","0","20","43","33","26","4","0","1","3","3","5",".252",".379",".293",".672",".041",".325",".315",".185",".146",".000","18.60"
"Chase Thomley","ALL","1","So","Augsburg","MIAC","UT","9","6","20","25","2","3","0","0","0","0","3","6","4","0","0","1","0","1","0",".150",".292",".150",".442",".000",".214",".217",".240",".160",".000","1.41"
"Chaston Gordon","ALL","77","Sr","Pfeiffer","USA South","C","36","33","123","149","28","39","11","0","1","40","53","21","20","2","4","0","1","2","5",".317",".409",".431",".840",".114",".362",".371",".141",".134",".007","22.26"
"Chayten Overholt","ALL","4","Fr","Ohio Northern","OAC","INF","24","11","52","59","3","8","0","0","0","5","8","8","0","3","0","4","0","0","0",".154",".200",".154",".354",".000",".182",".157",".136",".000",".000","1.08"
"Chazz Brown","ALL","13","Sr","Iowa Wesleyan","SLIAC","2B","34","33","102","125","21","28","4","3","4","18","50","30","16","7","0","0","5","19","0",".275",".408",".490",".898",".216",".353",".396",".240",".128",".032","22.73"
"Chris Anderson","ALL","15","Sr","Nichols","CCC","OF","40","37","134","151","16","34","7","1","3","23","52","40","10","6","1","0","2","1","0",".254",".331",".388",".719",".134",".337",".321",".265",".066",".020","17.79"
"Chris April","ALL","13","Jr","NVU-Lyndon","North Atlantic","INF","21","16","51","61","7","10","1","0","0","8","11","25","7","1","1","1","0","1","0",".196",".300",".216",".516",".020",".370",".243",".410",".115",".000","4.28"
"Chris Attisani","ALL","5","Fr","Bowdoin","NESCAC","3B","20","11","43","48","2","11","2","0","0","12","13","13","4","0","1","0","0","0","1",".256",".312",".302",".614",".047",".355",".277",".271",".083",".000","4.24"
"Chris Baker","ALL","21","Fr","Washington Col.","Centennial","OF","20","18","72","80","21","32","9","0","2","18","47","9","6","2","0","0","0","10","0",".444",".500",".653","1.153",".208",".492",".499",".113",".075",".025","22.47"
"Chris Blake","ALL","33","Sr","Bard","Liberty League","C","32","32","94","118","15","26","6","0","1","17","35","17","16","6","2","0","0","1","1",".277",".407",".372",".779",".096",".321",".356",".144",".136",".008","17.06"
"Chris Bosco","ALL","22","Sr","Roger Williams","CCC","C","41","41","163","192","36","45","9","3","2","23","66","21","16","6","2","5","1","16","6",".276",".358",".405",".763",".129",".303",".330",".109",".083",".010","25.95"
"Chris Browning","ALL","21","Sr","Sul Ross St.","ASC","C","6","5","25","27","4","4","0","0","0","1","4","8","1","1","0","0","0","0","0",".160",".222",".160",".382",".000",".235",".184",".296",".037",".000","0.69"
"Chris Carrado","ALL","1","Jr","Susquehanna","Landmark","OF","37","29","99","120","24","33","10","0","0","16","43","19","13","3","2","3","3","9","3",".333",".419",".434",".853",".101",".402",".369",".158",".108",".000","18.74"
"Chris Cassandra","ALL","6","So","NYU","UAA","INF","27","18","74","85","19","19","2","0","1","9","24","10","7","1","1","2","0","0","3",".257",".325",".324",".649",".068",".281",".287",".118",".082",".012","8.00"
"Chris Ciaccio","ALL","34","So","Kean","NJAC","INF","12","6","23","33","5","3","2","0","0","2","5","9","5","1","0","4","0","0","0",".130",".310",".217",".527",".087",".214",".230",".273",".152",".000","2.03"
"Chris Ciancimino","ALL","7","So","FDU- Florham","MAC Freedom","OF","27","14","54","69","16","10","1","0","0","7","11","13","12","2","0","1","0","6","3",".185",".353",".204",".557",".019",".244",".275",".188",".174",".000","5.75"
"Chris Common","ALL","6","Sr","Pitt.-Greensburg","AMCC","OF","35","35","118","152","35","41","8","3","8","40","79","23","26","3","5","0","1","3","1",".347",".461",".669","1.130",".322",".359",".470",".151",".171",".053","35.50"
"Chris Dayos","ALL","11","Jr","Norwich","Great Northeast","INF","28","26","79","88","7","20","1","1","1","10","26","8","2","0","2","5","2","2","3",".253",".265",".329",".594",".076",".264",".244",".091",".023",".011","6.16"
"Chris DeClerico","ALL","20","Jr","Lebanon Valley","MAC Commonwealth","INF","39","38","149","169","28","48","13","0","3","21","70","15","11","9","0","0","2","0","2",".322",".402",".470",".872",".148",".344",".387",".089",".065",".018","27.39"
"Chris DeGiacomo","ALL","9","Sr","Johns Hopkins","Centennial","OF","47","42","163","193","43","58","13","1","12","51","109","32","20","6","3","1","5","3","0",".356",".438",".669","1.107",".313",".377",".466",".166",".104",".062","43.07"
"Chris Delgado","ALL","5","So","Lehman","CUNYAC","P","23","13","41","46","5","8","0","0","0","4","8","12","4","1","0","0","0","0","1",".195",".283",".195",".478",".000",".276",".230",".261",".087",".000","2.35"
"Chris Delsandro","ALL","33","So","Dickinson","Centennial","C","31","30","93","110","19","23","2","1","1","17","30","12","13","0","0","4","0","1","6",".247",".340",".323",".663",".075",".275",".292",".109",".118",".009","10.06"
"Chris Esselman","ALL","6","So","Centre","SAA","P","38","38","121","154","24","33","5","4","3","27","55","27","27","3","2","1","1","6","2",".273",".412",".455",".867",".182",".323",".381",".175",".175",".019","25.49"
"Chris Festa","ALL","33","Jr","Johns Hopkins","Centennial","OF","43","42","173","195","38","51","10","0","14","43","103","33","18","3","1","0","1","6","4",".295",".369",".595",".964",".301",".291",".414",".169",".092",".072","35.67"
"Chris Fisher","ALL","8","Jr","Huntingdon","USA South","OF","40","40","148","171","34","49","2","2","0","23","55","15","5","10","3","5","5","11","1",".331",".386",".372",".758",".041",".360",".330",".088",".029",".000","24.50"
