"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Jeremy Ydens","ALL","18","Jr","UCLA","Pac-12","OF","23","23","88","99","15","24","6","0","3","11","39","24","8","3","0","0","1","6","2",".273",".354",".443",".797",".170",".344",".353",".242",".081",".030","13.89"
"Jerome Huntzinger","ALL","24","So","Seton Hall","Big East","C","50","46","172","210","39","43","8","0","1","14","54","26","27","3","1","7","5","16","3",".250",".360",".314",".674",".064",".288",".301",".124",".129",".005","23.24"
"Jess Davis","ALL","23","Fr","UAB","C-USA","OF","56","54","216","258","50","64","14","0","5","34","93","51","26","9","2","5","9","48","3",".296",".391",".431",".822",".134",".364",".359",".198",".101",".019","42.16"
"Jesse Forestell","ALL","27","Sr","Western Mich.","MAC","C","48","48","169","212","30","39","6","1","6","30","65","26","31","5","0","7","0","1","2",".231",".366",".385",".751",".154",".241",".330",".123",".146",".028","26.96"
"Jesse Franklin","ALL","7","So","Michigan","Big Ten","OF","68","68","260","322","61","68","15","1","13","55","124","54","51","6","5","0","0","4","7",".262",".388",".477",".865",".215",".278",".379",".168",".158",".040","50.02"
"Jesse Gonzales","ALL","16","Sr","Charlotte","C-USA","INF","25","3","32","35","3","5","0","0","0","1","5","4","3","0","0","0","0","0","2",".156",".229",".156",".385",".000",".179",".186",".114",".086",".000","0.31"
"Jesse Matos","ALL","24","Jr","Saint Peter's","MAAC","1B","36","22","87","100","7","21","3","0","0","7","24","24","13","0","0","0","0","0","2",".241",".340",".276",".616",".034",".333",".288",".240",".130",".000","9.17"
"Jesse Rowley","ALL","1","Jr","CSU Bakersfield","WAC","1B","54","53","199","225","27","59","6","2","3","30","78","42","22","3","1","0","2","7","4",".296",".373",".392",".765",".095",".361",".343",".187",".098",".013","31.23"
"Jim Jeffries","ALL","9","Jr","UAB","C-USA","C","23","10","28","33","2","2","0","0","1","1","5","19","4","1","0","0","0","0","0",".071",".212",".179",".391",".107",".125",".196",".576",".121",".030","0.64"
"Jimmy Allen","ALL","11","Fr","Western Mich.","MAC","INF","2","1","3","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".333",".000",".000","-0.31"
"Jimmy Glowenke","ALL","13","So","DBU","MVC","INF","63","63","244","294","53","80","16","0","6","43","114","45","31","15","4","0","0","2","7",".328",".429",".467",".896",".139",".376",".397",".153",".105",".020","50.52"
"Jimmy Goldsmith","ALL","25","Fr","Radford","Big South","1B","32","3","30","38","1","11","1","0","1","6","15","5","5","1","2","0","1","0","1",".367",".447",".500",".947",".133",".385",".409",".132",".132",".026","6.81"
"Jimmy Govern","ALL","11","Sr","Eastern Ill.","OVC","INF","56","55","233","271","67","76","16","1","16","52","142","29","27","6","4","1","0","6","5",".326",".404",".609","1.013",".283",".313",".431",".107",".100",".059","54.56"
"Jimmy Huber","ALL","22","Sr","Eastern Ill.","OVC","INF","35","21","93","111","13","24","3","0","3","11","36","19","16","1","1","0","0","1","1",".258",".369",".387",".756",".129",".292",".341",".171",".144",".027","15.01"
"Jimmy Joyce","ALL","3","So","Hofstra","CAA","UT","34","19","67","75","10","14","3","0","1","5","20","19","6","2","0","0","0","2","2",".209",".293",".299",".592",".090",".277",".272",".253",".080",".013","5.86"
"Jimmy Kerr","ALL","15","Sr","Michigan","Big Ten","INF","72","72","268","316","52","72","15","1","15","64","134","63","43","0","5","0","1","6","1",".269",".364",".500",".864",".231",".292",".374",".199",".136",".047","50.74"
"Jimmy Marcelli","ALL","22","Jr","Presbyterian","Big South","INF","58","58","224","255","37","72","14","1","5","48","103","20","18","6","1","6","0","7","10",".321",".386",".460",".846",".138",".335",".364",".078",".071",".020","38.71"
"Jimmy McDonald","ALL","19","Jr","Presbyterian","Big South","C","8","5","16","18","2","3","1","0","0","0","4","4","2","0","0","0","0","0","1",".188",".278",".250",".528",".063",".250",".246",".222",".111",".000","0.80"
"Jimmy Roche","ALL","10","Sr","Western Mich.","MAC","INF","44","44","180","198","17","54","8","1","2","32","70","36","10","1","5","2","1","2","4",".300",".332",".389",".721",".089",".354",".312",".182",".051",".010","23.79"
"Jimmy Titus","ALL","17","So","Bryant","NEC","INF","59","59","233","274","50","80","13","2","12","63","133","29","25","11","5","0","0","4","4",".343",".423",".571",".994",".227",".345",".428",".106",".091",".044","55.53"
"JJ Bleday","ALL","51","Jr","Vanderbilt","SEC","OF","71","71","274","347","82","95","14","1","27","72","192","58","61","5","6","1","1","1","5",".347",".465",".701","1.166",".354",".349",".487",".167",".176",".078","82.68"
"JJ Eduardo","ALL","37","Sr","Milwaukee","Horizon","DH","9","4","19","23","3","2","0","0","0","0","2","11","4","0","0","0","0","0","0",".105",".261",".105",".366",".000",".250",".197",".478",".174",".000","0.58"
"JJ Woodard","ALL","11","Sr","High Point","Big South","C","48","46","164","185","24","38","6","0","5","19","59","41","14","5","1","1","2","1","5",".232",".310",".360",".670",".128",".277",".300",".222",".076",".027","17.31"
"Joe Acker","ALL","5","Jr","Nebraska","Big Ten","OF","46","44","170","196","25","44","8","1","0","20","54","47","22","1","2","1","1","8","5",".259",".344",".318",".662",".059",".352",".300",".240",".112",".000","20.65"
"Joe Aeilts","ALL","27","Jr","Illinois St.","MVC","INF","62","62","254","291","53","88","16","4","10","49","142","56","25","3","2","7","1","14","4",".346",".408",".559",".967",".213",".411",".408",".192",".086",".034","57.00"
"Joe Boyle","ALL","18","Sr","Indiana St.","MVC","INF","39","31","107","135","20","26","3","0","3","18","38","25","19","6","1","2","0","0","0",".243",".383",".355",".738",".112",".288",".336",".185",".141",".022","17.85"
"Joe Bramanti","ALL","24","So","Maine","America East","INF","49","49","169","203","33","49","13","0","3","31","71","45","25","7","2","0","0","5","2",".290",".399",".420",".819",".130",".374",".367",".222",".123",".015","31.20"
"Joe Breaux","ALL","4","Sr","Alabama","SEC","OF","53","53","198","237","25","54","11","2","4","30","81","45","26","9","3","1","2","7","3",".273",".377",".409",".786",".136",".329",".350",".190",".110",".017","33.35"
"Joe Butler","ALL","17","Jr","Illinois St.","MVC","INF","62","62","251","279","47","80","14","2","5","44","113","46","19","3","3","3","4","12","7",".319",".370",".450",".820",".131",".369",".356",".165",".068",".018","41.24"
"Joe Caparis","ALL","22","Jr","Pepperdine","WCC","C","33","24","88","91","7","30","3","2","0","14","37","18","2","0","0","1","0","0","2",".341",".356",".420",".776",".080",".429",".337",".198",".022",".000","12.91"
"Joe Casey","ALL","6","So","Oregon St.","Pac-12","OF","43","33","130","152","26","33","8","1","3","13","52","40","18","1","1","2","2","4","0",".254",".347",".400",".747",".146",".341",".328",".263",".118",".020","19.27"
"Joe Davis","ALL","44","Sr","Houston","AAC","1B","55","55","200","249","30","59","8","0","18","57","121","36","43","4","2","0","1","0","5",".295",".426",".605","1.031",".310",".277",".441",".145",".173",".072","49.20"
"Joe DeMaio","ALL","14","Sr","Iona","MAAC","OF","47","45","148","172","23","38","6","2","1","10","51","34","15","4","3","2","3","6","1",".257",".335",".345",".680",".088",".319",".302",".198",".087",".006","19.15"
"Joe Donovan","ALL","0","So","Michigan","Big Ten","C","63","60","209","243","40","49","12","0","9","37","88","55","20","6","4","4","2","0","5",".234",".314",".421",".735",".187",".268",".318",".226",".082",".037","26.54"
"Joe Emerson","ALL","10","Fr","Sacred Heart","NEC","INF","33","13","61","66","9","8","1","2","0","7","13","17","5","0","0","0","0","2","1",".131",".197",".213",".410",".082",".182",".188",".258",".076",".000","1.73"
"Joe Enea","ALL","29","Sr","Towson","CAA","P","15","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Joe Engel","ALL","8","Sr","Columbia","Ivy League","INF","42","42","170","205","30","56","10","3","1","18","75","26","26","4","1","4","2","2","6",".329",".428",".441",".869",".112",".382",".380",".127",".127",".005","32.70"
"Joe Fitzhugh","ALL","18","So","San Diego St.","MWC","C","25","24","76","89","16","19","7","0","1","16","29","19","9","0","4","0","0","1","5",".250",".315",".382",".697",".132",".300",".303",".213",".101",".011","8.29"
"Joe Fortin","ALL","7","Fr","Rhode Island","Atlantic 10","INF","22","11","48","56","5","7","3","0","0","0","10","19","6","2","0","0","1","0","2",".146",".268",".208",".476",".063",".241",".231",".339",".107",".000","1.63"
"Joe Genord","ALL","20","Sr","South Fla.","AAC","INF","53","52","186","231","36","62","14","0","13","52","115","33","33","8","4","0","0","4","6",".333",".446",".618","1.064",".285",".340",".454",".143",".143",".056","48.72"
"Joe Georgini","ALL","32","Fr","NJIT","ASUN","INF","24","5","12","14","0","2","0","0","0","1","2","4","2","0","0","0","0","0","0",".167",".286",".167",".453",".000",".250",".226",".286",".143",".000","0.73"
"Joe Gorla","ALL","12","Fr","Lehigh","Patriot","INF","16","2","23","27","1","4","0","0","0","0","4","9","2","2","0","0","1","0","0",".174",".296",".174",".470",".000",".286",".236",".333",".074",".000","1.20"
"Joe Gruszka","ALL","25","Jr","UNC Asheville","Big South","C","38","29","110","127","10","23","6","0","0","10","29","35","14","2","0","1","1","0","1",".209",".310",".264",".574",".055",".307",".267",".276",".110",".000","9.50"
"Joe Johnson","ALL","15","Jr","High Point","Big South","UT","53","51","207","225","34","67","9","1","4","39","90","24","15","0","2","1","4","8","4",".324",".366",".435",".801",".111",".348",".351",".107",".067",".018","32.97"
"Joe Kinker","ALL","44","Fr","FGCU","ASUN","UT","55","54","179","231","37","58","9","0","7","40","88","54","42","6","3","1","1","1","3",".324",".461",".492",".953",".168",".421",".419",".234",".182",".030","43.35"
"Joe Lomuscio","ALL","27","So","Brown","Ivy League","OF","39","39","174","188","32","59","9","2","4","26","84","47","6","7","0","1","4","2","1",".339",".385",".483",".868",".144",".447",".380",".250",".032",".021","30.80"
"Joe Martin","ALL","25","Sr","Northern Ky.","Horizon","P","29","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.11"
"Joe McGuinness","ALL","29","Sr","Bowling Green","MAC","C","28","19","57","73","6","9","2","0","1","11","14","22","7","5","2","2","0","0","2",".158",".296",".246",".542",".088",".222",".252",".301",".096",".014","4.48"
"Joe McNamara","ALL","39","Jr","Winthrop","Big South","INF","15","3","16","22","4","3","1","0","0","2","4","6","5","1","0","0","0","0","0",".188",".409",".250",".659",".063",".300",".328",".273",".227",".000","2.50"
"Joe Mercadante","ALL","29","Sr","LIU Brooklyn","NEC","OF","53","53","189","243","31","51","5","0","2","12","62","31","38","12","1","3","3","7","3",".270",".421",".328",".749",".058",".312",".348",".128",".156",".008","33.44"
"Joe Milkowski","ALL","36","Sr","UMBC","America East","OF","27","10","48","57","4","11","3","0","0","8","14","10","7","2","0","0","0","0","1",".229",".351",".292",".643",".063",".289",".302",".175",".123",".000","5.58"
"Joe Montes","ALL","7","Sr","Fla. Atlantic","C-USA","INF","58","58","240","268","42","77","14","1","9","53","120","36","14","9","5","0","0","0","11",".321",".373",".500",".873",".179",".340",".379",".134",".052",".034","41.59"
"Joe Satterfield","ALL","2","Jr","Elon","CAA","INF","57","57","212","262","45","69","14","3","4","35","101","47","39","6","3","2","0","3","1",".325",".438",".476",".914",".151",".396",".401",".179",".149",".015","48.19"
"Joe Silvestrone","ALL","40","Sr","Wagner","NEC","OF","49","49","202","229","43","61","9","4","4","28","90","23","17","5","5","0","2","4","4",".302",".362",".446",".808",".144",".317",".353",".100",".074",".017","33.66"
"Joe Simone","ALL","17","Jr","Rider","MAAC","OF","53","53","194","227","32","44","10","3","1","24","63","43","23","5","4","1","0","12","3",".227",".319",".325",".644",".098",".279",".290",".189",".101",".004","23.80"
"Joe Simourian","ALL","4","Fr","Navy","Patriot","OF","46","35","109","142","19","32","1","0","1","12","36","15","23","1","1","8","1","2","2",".294",".418",".330",".748",".037",".330",".329",".106",".162",".007","19.16"
"Joe Sprake","ALL","28","Fr","Elon","CAA","P","17","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Joe Stewart","ALL","5","So","Michigan St.","Big Ten","INF","15","2","17","19","0","3","1","0","0","1","4","6","1","0","1","0","0","1","0",".176",".211",".235",".446",".059",".250",".197",".316",".053",".000","0.88"
"Joe Suozzi","ALL","8","Jr","Boston College","ACC","OF","48","35","149","171","30","42","8","2","3","18","63","45","16","3","0","3","4","6","1",".282",".363",".423",".786",".141",".386",".343",".263",".094",".018","23.24"
"Joe Vranesh","ALL","7","Jr","Saint Mary's (CA)","WCC","OF","57","57","214","266","54","70","16","3","15","56","137","41","26","18","3","5","2","4","8",".327",".437",".640","1.077",".313",".342",".450",".154",".098",".056","54.45"
"Joe Vyskocil","ALL","39","Jr","Milwaukee","Horizon","INF","52","51","203","231","40","67","14","1","8","39","107","32","24","2","2","0","1","2","5",".330",".403",".527",".930",".197",".358",".404",".139",".104",".035","41.15"
"Joe Wainhouse","ALL","44","Sr","Washington","Pac-12","UT","46","46","172","198","28","29","7","0","10","28","66","77","15","8","3","0","0","0","3",".169",".263",".384",".647",".215",".216",".286",".389",".076",".051","16.45"
"Joe Yupp","ALL","4","So","Lehigh","Patriot","C","10","0","7","10","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0",".000",".300",".000",".300",".000",".000",".207",".400",".300",".000","0.21"
"Joel Brewer","ALL","31","Fr","South Carolina","SEC","OF","14","1","17","18","0","4","1","0","0","1","5","8","1","0","0","0","0","0","0",".235",".278",".294",".572",".059",".444",".257",".444",".056",".000","1.36"
"Joel McDaniel","ALL","9","Sr","Appalachian St.","Sun Belt","INF","40","37","131","150","30","36","7","1","9","22","72","38","16","2","1","0","0","1","3",".275",".360",".550",".910",".275",".318",".392",".253",".107",".060","24.68"
"Joel MOORE","ALL","35","N/A","Delaware St.","MEAC","ph","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Joey Battaglia","ALL","24","Fr","Niagara","MAAC","C","22","9","44","49","4","7","0","0","2","3","13","23","3","2","0","0","0","0","1",".159",".245",".295",".540",".136",".263",".248",".469",".061",".041","2.74"
"Joey Bellini","ALL","2","Jr","Cincinnati","AAC","INF","55","53","218","251","34","63","15","0","2","27","84","34","20","8","2","3","0","2","10",".289",".367",".385",".752",".096",".332",".334",".135",".080",".008","30.57"
"Joey Castellanos","ALL","5","So","UMass Lowell","America East","INF","44","35","131","147","16","34","4","2","1","14","45","20","9","3","3","1","1","1","6",".260",".315",".344",".659",".084",".292",".291",".136",".061",".007","13.71"
"Joey Cooper","ALL","2","Sr","CSUN","Big West","OF","10","5","20","24","1","0","0","0","0","0","0","10","3","1","0","0","0","0","1",".000",".167",".000",".167",".000",".000",".116",".417",".125",".000","-1.19"
"Joey Goodwin","ALL","5","So","UMBC","America East","INF","49","46","152","188","19","36","4","0","1","27","43","26","25","3","3","5","0","1","2",".237",".350",".283",".633",".046",".273",".288",".138",".133",".005","19.12"
"Joey Jordan","ALL","5","Sr","La.-Monroe","Sun Belt","INF","43","41","167","198","36","48","9","0","1","20","60","33","26","1","2","2","2","6","3",".287",".383",".359",".742",".072",".348",".333",".167",".131",".005","25.90"
"Joey Kosowsky","ALL","7","Fr","Fairleigh Dickinson","NEC","P","25","3","13","13","0","1","0","0","0","0","1","8","0","0","0","0","0","0","0",".077",".077",".077",".154",".000",".200",".068",".615",".000",".000","-0.74"
"Joey Loperfido","ALL","36","So","Duke","ACC","INF","39","39","157","184","29","41","6","1","4","18","61","50","21","4","1","1","2","8","1",".261",".361",".389",".750",".127",".356",".335",".272",".114",".022","24.54"
"Joey Mejia","ALL","5","Sr","Pacific","WCC","C","5","0","5","5","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".600",".000",".000","-0.53"
"Joey Mundy","ALL","40","Sr","Col. of Charleston","CAA","INF","28","12","61","69","11","21","3","0","4","10","36","7","8","0","0","0","1","0","0",".344",".420",".590","1.010",".246",".340",".438",".101",".116",".058","14.21"
"Joey Ortiz","ALL","8","Jr","New Mexico St.","WAC","INF","55","55","251","288","85","106","25","10","8","84","175","26","21","9","6","1","4","12","4",".422",".474",".697","1.171",".275",".439",".492",".090",".073",".028","73.97"
"Joey Polak","ALL","25","Jr","Missouri St.","MVC","INF","48","46","170","192","24","37","6","0","8","27","67","73","17","2","3","0","0","0","2",".218",".292",".394",".686",".176",".315",".302",".380",".089",".042","19.63"
"Joey Roberson","ALL","28","Jr","Savannah St.","MEAC","1B","41","41","150","185","22","42","5","0","4","27","59","23","33","0","2","0","0","1","1",".280",".405",".393",".798",".113",".304",".362",".124",".178",".022","28.14"
"Joey Schwartz","ALL","1","Jr","Western Ky.","C-USA","INF","8","2","8","13","2","2","0","0","0","1","2","4","4","1","0","0","0","0","0",".250",".538",".250",".788",".000",".500",".405",".308",".308",".000","2.19"
"Joey Silan","ALL","11","Fr","Delaware","CAA","P","27","13","15","16","0","2","1","0","0","0","3","3","0","1","0","0","0","0","2",".133",".188",".200",".388",".067",".167",".180",".188",".000",".000","-0.45"
"Joey Werner","ALL","5","Jr","A&M-Corpus Christi","Southland","OF","25","22","83","101","12","25","4","2","1","14","36","17","10","7","1","0","2","1","3",".301",".416",".434",".850",".133",".364",".380",".168",".099",".010","15.15"
"Joey Wiemer","ALL","26","So","Cincinnati","AAC","OF","62","62","240","278","42","63","13","2","6","28","98","59","32","5","1","0","3","21","1",".263",".360",".408",".768",".146",".324",".343",".212",".115",".022","39.84"
"John Arndorfer","ALL","13","So","Notre Dame","ACC","OF","16","0","13","16","2","4","0","0","0","3","4","5","3","0","0","0","1","0","0",".308",".438",".308",".746",".000",".500",".352",".313",".188",".000","1.99"
"John Behrends","ALL","1","Fr","Belmont","OVC","OF","47","38","141","164","29","39","7","0","1","18","49","40","19","2","1","1","2","6","1",".277",".368",".348",".716",".071",".376",".324",".244",".116",".006","20.57"
"John Cable","ALL","42","Sr","Georgia","SEC","C","59","47","185","217","30","58","15","0","8","47","97","42","27","3","1","1","1","1","5",".314",".407",".524",".931",".211",".368",".405",".194",".124",".037","37.44"
"John Cassala","ALL","8","Sr","Jacksonville","ASUN","OF","43","43","165","193","29","52","5","0","4","29","69","20","18","5","2","3","2","5","3",".315",".395",".418",".813",".103",".336",".358",".104",".093",".021","29.37"
"John Cristino","ALL","25","Fr","Rhode Island","Atlantic 10","C","37","34","125","153","14","34","12","1","1","24","51","41","21","6","1","0","1","1","2",".272",".399",".408",".807",".136",".393",".363",".268",".137",".007","21.54"
"John Dempsey","ALL","9","Fr","Wofford","SoCon","INF","61","60","222","254","47","72","22","2","7","41","119","40","22","2","2","6","2","3","1",".324",".387",".536",".923",".212",".367",".390",".157",".087",".028","44.40"
"John Dyer","ALL","35","Fr","Tennessee Tech","OVC","INF","53","48","191","224","41","63","13","1","11","54","111","49","24","7","2","0","0","2","2",".330",".420",".581","1.001",".251",".391",".431",".219",".107",".049","45.05"
"John Elford","ALL","15","Jr","Tennessee Tech","OVC","C","17","16","52","57","7","10","1","0","1","5","14","16","4","0","1","0","0","0","1",".192",".246",".269",".515",".077",".250",".232",".281",".070",".018","3.14"
"John Gavura","ALL","42","Jr","Saint Peter's","MAAC","INF","43","33","75","95","11","18","2","0","0","6","20","17","13","7","0","0","3","3","1",".240",".400",".267",".667",".027",".310",".324",".179",".137",".000","10.41"
"John Glenn","ALL","11","Jr","California Baptist","WAC","1B","54","53","210","231","33","66","10","0","8","44","100","55","17","0","1","3","5","4","4",".314",".364",".476",".840",".162",".392",".363",".238",".074",".035","34.03"
"John Hanley","ALL","31","Fr","Santa Clara","WCC","UT","5","0","4","5","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0",".000",".200",".000",".200",".000",".000",".138",".400",".200",".000","-0.11"
"John Heilenbach","ALL","7","Jr","Villanova","Big East","INF","31","26","81","106","19","19","4","0","2","13","29","32","13","10","2","0","0","1","2",".235",".396",".358",".754",".123",".347",".349",".302",".123",".019","13.75"
"John Hosmer","ALL","10","Fr","Davidson","Atlantic 10","C","16","6","24","30","5","5","0","0","0","3","5","12","4","1","0","1","0","0","0",".208",".345",".208",".553",".000",".417",".264",".400",".133",".000","2.49"
"John Jensen","ALL","8","Jr","UC Irvine","Big West","OF","32","19","85","97","15","17","1","3","1","8","27","29","8","3","1","0","1","2","1",".200",".289",".318",".607",".118",".286",".274",".299",".082",".010","8.30"
"John Keane","ALL","55","So","Old Dominion","C-USA","C","4","0","3","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".333",".000",".000","-0.31"
"John Lagattuta","ALL","23","So","California","Pac-12","OF","19","8","33","36","4","5","2","0","2","6","13","12","2","0","0","1","0","0","0",".152",".200",".394",".594",".242",".158",".250",".333",".056",".056","2.35"
"John Mackay","ALL","27","Jr","Cal Poly","Big West","C","22","11","39","45","6","9","3","0","1","2","15","18","3","2","0","1","0","0","2",".231",".318",".385",".703",".154",".400",".308",".400",".067",".022","4.14"
"John Malcom","ALL","36","Fr","Vanderbilt","SEC","UT","2","0","3","3","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".667",".000",".000","-0.32"
"John Mazza","ALL","15","Sr","Northeastern","CAA","C","24","22","64","77","4","12","2","0","0","8","14","10","3","3","1","6","1","0","3",".188",".254",".219",".473",".031",".218",".204",".130",".039",".000","2.54"
"John McDonald","ALL","10","So","Austin Peay","OVC","1B","41","34","128","147","20","37","8","0","3","14","54","26","17","1","0","1","1","2","7",".289",".377",".422",".799",".133",".343",".354",".177",".116",".020","18.98"
"John McKenna","ALL","21","Jr","Army West Point","Patriot","1B","59","57","181","235","35","45","15","2","1","31","67","54","37","12","3","2","0","4","3",".249",".403",".370",".773",".122",".341",".351",".230",".157",".004","32.22"
"John Michael Boswell","ALL","8","Sr","Furman","SoCon","C","37","37","149","158","15","47","9","0","6","32","74","29","5","4","0","0","0","0","4",".315",".354",".497",".851",".181",".360",".372",".184",".032",".038","24.29"
"John Mook","ALL","40","Jr","UC Davis","Big West","OF","2","0","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.22"
"John O'Connor","ALL","2","Sr","Liberty","ASUN","OF","7","0","2","4","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0",".500",".750",".500","1.250",".000",".500",".568",".000",".500",".000","1.20"
"John Port","ALL","30","Jr","Marist","MAAC","C","2","0","2","2","1","1","0","0","1","2","4","0","0","0","0","0","0","0","0",".500",".500","2.000","2.500","1.500",".000","1.050",".000",".000",".500","1.33"
"John Privitera","ALL","32","Jr","Missouri St.","MVC","INF","56","56","212","243","28","53","11","3","1","25","73","43","21","5","0","5","4","10","1",".250",".332",".344",".676",".094",".310",".300",".177",".086",".004","26.61"
"John Rave","ALL","3","Jr","Illinois St.","MVC","OF","62","62","273","310","56","81","14","3","12","48","137","64","28","8","1","0","3","12","2",".297",".377",".502",".879",".205",".348",".385",".206",".090",".039","52.43"
"John Rensel","ALL","34","Sr","Eastern Mich.","MAC","INF","54","54","172","216","24","43","12","0","0","19","55","40","36","4","3","1","1","6","1",".250",".386",".320",".706",".070",".319",".327",".185",".167",".000","27.01"
"John Ricotta","ALL","31","Sr","Ball St.","MAC","1B","57","56","221","249","39","68","17","0","10","48","115","65","22","5","1","0","1","0","3",".308",".382",".520",".902",".213",".395",".393",".261",".088",".040","41.65"
"John Ritter","ALL","38","Fr","Youngstown St.","Horizon","C","5","0","2","3","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0",".000",".333",".000",".333",".000",".000",".230",".667",".333",".000","0.10"
"John Rodriguez","ALL","7","Fr","FIU","C-USA","ss","27","22","65","85","11","12","5","0","1","7","20","31","14","3","1","2","4","3","1",".185",".349",".308",".657",".123",".324",".301",".365",".165",".012","7.12"
"John Servello","ALL","30","So","Toledo","MAC","P","41","41","169","201","29","51","12","0","2","23","69","29","24","7","0","1","4","3","9",".302",".410",".408",".818",".107",".355",".368",".144",".119",".010","27.03"
"John Simourian","ALL","1","Jr","Georgetown","Big East","INF","8","5","20","27","2","6","2","0","1","6","11","4","3","1","1","2","0","0","0",".300",".400",".550",".950",".250",".313",".374",".148",".111",".037","4.62"
"John Thomas","ALL","25","Jr","Southern California","Pac-12","1B","32","14","41","53","7","7","0","0","0","10","7","9","7","1","0","4","1","1","3",".171",".306",".171",".477",".000",".219",".222",".170",".132",".000","1.93"
"John Thrasher","ALL","6","So","Hartford","America East","OF","49","47","157","182","33","43","6","0","3","24","58","36","19","2","2","2","5","13","0",".274",".356",".369",".725",".096",".333",".323",".198",".104",".016","23.44"
"John Toppa","ALL","27","Sr","UConn","AAC","OF","64","64","233","297","50","76","14","0","4","35","102","53","41","9","8","6","7","15","4",".326",".433",".438",".871",".112",".391",".379",".178",".138",".013","49.04"
"John Trousdale","ALL","2","Jr","Alabama","SEC","INF","37","22","84","101","14","17","2","1","1","9","24","18","15","0","2","0","0","2","1",".202",".317",".286",".603",".083",".239",".279",".178",".149",".010","9.36"
"John Tuccillo","ALL","45","So","Stony Brook","America East","C","52","50","190","212","25","46","6","1","3","31","63","37","16","2","4","0","1","4","2",".242",".302",".332",".634",".089",".279",".283",".175",".075",".014","20.79"
"John Weglarz","ALL","3","So","Delaware St.","MEAC","INF","45","45","184","211","35","64","10","4","0","23","82","13","15","1","2","9","0","4","4",".348",".396",".446",".842",".098",".370",".354",".062",".071",".000","33.90"
"John Wheeler","ALL","33","Fr","Siena","MAAC","C","9","1","11","13","0","0","0","0","0","0","0","7","1","1","0","0","0","0","0",".000",".154",".000",".154",".000",".000",".108",".538",".077",".000","-0.55"
"John Wilson","ALL","22","So","Old Dominion","C-USA","P","9","1","12","18","3","2","0","0","0","5","2","3","4","1","1","0","0","0","0",".167",".389",".167",".556",".000",".200",".292",".167",".222",".000","1.79"
"John Wuthrich","ALL","7","So","Texas St.","Sun Belt","OF","40","40","161","190","42","50","11","3","8","40","91","33","20","6","2","1","0","0","1",".311",".402",".565",".967",".255",".344",".414",".174",".105",".042","36.02"
"Johnathon Thomas","ALL","32","Fr","Houston","AAC","OF","48","13","53","64","11","8","0","0","0","5","8","21","7","4","0","0","1","4","0",".151",".297",".151",".448",".000",".250",".232",".328",".109",".000","3.57"
"Johnny Cook","ALL","10","Fr","Presbyterian","Big South","INF","52","43","151","176","21","44","6","1","2","24","58","24","15","3","2","5","1","4","2",".291",".363",".384",".747",".093",".331",".324",".136",".085",".011","23.24"
"Johnny Decker","ALL","9","Fr","Stony Brook","America East","INF","40","28","107","127","14","32","6","0","0","14","38","32","12","3","1","4","2","6","1",".299",".382",".355",".737",".056",".421",".324",".252",".094",".000","16.57"
"Johnny Gonzales","ALL","38","Jr","Houston Baptist","Southland","INF","52","52","207","235","34","58","13","4","6","30","97","31","24","1","2","1","3","2","1",".280",".355",".469",".824",".188",".302",".358",".132",".102",".026","34.53"
"Johnny Graham","ALL","2","Fr","Northern Colo.","WAC","OF","14","8","22","25","2","4","0","0","0","0","4","6","2","1","0","0","1","3","0",".182",".280",".182",".462",".000",".250",".226",".240",".080",".000","1.44"
"Johnny Hawk","ALL","42","Jr","Alabama","SEC","C","25","13","49","63","12","11","2","0","3","9","22","15","12","2","0","0","0","0","2",".224",".397",".449",".846",".224",".258",".379",".238",".190",".048","8.98"
